datetime,open,high,low,close,volume,turnover,taker_ratio,taker_buy_vol,taker_sell_vol,taker_vol_ratio
2024-06-13 21:00:00,66885.7,66950.9,66661.5,66838.5,2744.636,183381660.2489,0.6116102280580634,112158099.04649603,71223561.20240396,1.5747330960854908
2024-06-13 22:00:00,66838.5,66867.9,66556.0,66579.9,2078.811,138667605.2323,0.07662712407821297,10625699.791764107,128041905.44053592,0.08298611111109089
2024-06-13 23:00:00,66579.9,66776.9,66477.9,66676.2,2164.562,144203901.3615,0.6632107023411469,95637570.70229387,48566330.659206115,1.9692154915591724
2024-06-14 00:00:00,66676.2,66950.0,66645.6,66934.2,1967.731,131459175.9226,0.9480946123521576,124635736.43647154,6823439.486128458,18.265822784806208
2024-06-14 01:00:00,66934.2,66953.4,66812.8,66859.9,920.368,61563804.9428,0.33499288762442525,20623436.790935438,40940368.151864566,0.503743315507928
2024-06-14 02:00:00,66859.9,66871.3,66636.9,66742.5,1171.448,78198598.3795,0.4505119453924995,35229402.68291531,42969195.696584694,0.8198757763975423
2024-06-14 03:00:00,66742.5,66860.1,66566.5,66689.8,1490.747,99439669.1353,0.4199591280653967,41760596.74517213,57679072.39012787,0.7240164415736983
2024-06-14 04:00:00,66689.8,66794.3,66450.5,66767.1,2199.181,146478005.3971,0.9208842350203698,134889285.94741803,11588719.449681975,11.639705882354392
2024-06-14 05:00:00,66767.1,67000.0,66688.2,66928.4,1623.612,108501447.7961,0.7703656189865133,83585784.99237545,24915662.80372456,3.3547486033516427
2024-06-14 06:00:00,66928.4,66955.2,66645.3,66723.9,1374.793,91776125.6898,0.25363020329136093,23277197.415997464,68498928.27380253,0.3398184176393873
2024-06-14 07:00:00,66723.9,66810.0,66701.7,66701.7,807.248,53882918.1081,0.0,0.0,53882918.1081,0.0
2024-06-14 08:00:00,66701.7,67191.7,66694.8,67029.8,3426.052,229568065.267,0.6741799154759588,154770178.83768544,74797886.42931454,2.0691785052502287
2024-06-14 09:00:00,67029.8,67095.0,66841.1,66935.8,2148.0,143837376.2557,0.3729814887751054,53648678.73735598,90188697.51834401,0.5948492462311483
2024-06-14 10:00:00,66935.8,67082.6,66868.9,66886.8,1511.149,101199353.4533,0.08376228357514158,8476688.941576298,92722664.5117237,0.0914198161389605
2024-06-14 11:00:00,66886.8,67232.0,66834.6,67129.6,2481.605,166522722.2811,0.7423251132360451,123613998.67369205,42908723.60740795,2.880859375000164
2024-06-14 12:00:00,67129.6,67129.7,66865.6,66877.4,2075.252,139007471.8071,0.04468004543729174,6210860.156464279,132796611.65063572,0.046769718588934694
2024-06-14 13:00:00,66877.4,66984.0,66770.2,66835.2,1850.908,123774489.4607,0.30402245088867685,37630223.64333672,86144265.81736329,0.4368279569892387
2024-06-14 14:00:00,66835.2,67074.9,66727.3,67000.4,2132.85,142751092.4867,0.7856731875719164,112155705.86339903,30595386.623300966,3.66577181208042
2024-06-14 15:00:00,67000.4,67270.0,66940.0,67062.3,4131.899,277397190.6223,0.37060606060606943,102805080.03972152,174592110.58257848,0.5888300433317508
2024-06-14 16:00:00,67062.3,67341.0,66933.3,67050.0,3176.657,213417167.8777,0.28623988226636726,61088505.00693438,152328662.87076563,0.4010309278350415
2024-06-14 17:00:00,67050.0,67095.7,66523.9,66948.9,8999.915,601067074.2535,0.7432668765302516,446753246.86557573,154313827.38792425,2.8950953678473543
2024-06-14 18:00:00,66948.9,67033.8,66311.1,66362.6,6451.701,429926582.7879,0.0712605507126058,30636805.055454463,399289777.7324455,0.0767282479141839
2024-06-14 19:00:00,66362.6,66505.8,65145.0,65260.1,24491.099,1608336557.7319,0.08458259847148611,136037285.26964945,1472299272.4622505,0.0923978485991797
2024-06-14 20:00:00,65260.1,65721.0,65030.0,65378.6,7853.433,513302464.3842,0.5044862518089704,258954036.3014926,254348428.08270738,1.0181074766355056
2024-06-14 21:00:00,65378.6,65516.0,65056.7,65493.0,4806.136,313573191.5664,0.9499237970825172,297870636.7960382,15702554.77036176,18.969565217391423
2024-06-14 22:00:00,65493.0,65666.4,65268.5,65490.1,3831.74,250881459.0155,0.556923850213626,139721868.10212427,111159590.91337574,1.2569483834373456
2024-06-14 23:00:00,65490.1,65964.1,65447.7,65743.2,3982.619,261791494.2707,0.5722308288148625,149805163.743204,111986330.52749601,1.3377093707559453
2024-06-15 00:00:00,65743.2,66600.0,65706.1,66141.5,6709.688,443962675.293,0.48707909162098334,216244936.59533602,227717738.697664,0.9496183206106742
2024-06-15 01:00:00,66141.5,66199.9,65838.6,65972.6,3020.424,199286234.3854,0.3708829227788661,73911861.07845132,125374373.30694868,0.5895292564892516
2024-06-15 02:00:00,65972.6,66059.9,65884.0,66021.2,1118.57,73788806.1899,0.7799886299033635,57554429.84226493,16234376.347635072,3.5452196382430863
2024-06-15 03:00:00,66021.2,66261.1,65958.6,66150.0,1736.107,114784612.3317,0.6327272727272535,72627354.7116916,42157257.62000839,1.7227722772275802
2024-06-15 04:00:00,66150.0,66250.0,66027.4,66037.4,999.322,66069687.1228,0.04492362982928903,2968090.1672416115,63101596.95555839,0.047036688617120063
2024-06-15 05:00:00,66037.4,66217.0,66012.8,66180.1,820.296,54234685.7002,0.8192948090107997,44434196.46250611,9800489.237693895,4.53387533875418
2024-06-15 06:00:00,66180.1,66235.5,66146.2,66235.0,949.335,62854968.4437,0.9944008958566631,62503036.929457575,351931.5142424285,177.60000000000647
2024-06-15 07:00:00,66235.0,66342.0,66178.5,66221.2,1460.558,96776166.4601,0.26116207951068554,25274264.879791975,71501901.58030802,0.35347682119202034
2024-06-15 08:00:00,66221.2,66370.0,66187.0,66202.0,1092.863,72428156.056,0.08196721311475409,5936734.102950819,66491421.953049175,0.08928571428571427
2024-06-15 09:00:00,66202.0,66381.3,66094.5,66144.1,1597.631,105803565.418,0.17294281729430028,18297966.68317072,87505598.73482928,0.2091062394603981
2024-06-15 10:00:00,66144.1,66180.8,66045.3,66051.9,1635.724,108115023.1547,0.048708487084806414,5266119.209004251,102848903.94569574,0.05120248254453702
2024-06-15 11:00:00,66051.9,66190.2,66051.9,66188.7,920.156,60849862.2153,0.9891540130151846,60189885.401685044,659976.8136149558,91.20000000000164
2024-06-15 12:00:00,66188.7,66254.3,66080.0,66199.8,994.663,65824447.2137,0.6873207114171022,45242505.88755777,20581941.326142225,2.198165137614732
2024-06-15 13:00:00,66199.8,66283.2,66168.7,66263.4,529.503,35072233.3569,0.8270742358078348,29007340.60173212,6064892.75516788,4.782828282827431
2024-06-15 14:00:00,66263.4,66322.2,66240.6,66289.9,772.122,51180803.0046,0.6041666666665887,30921735.14860851,20259067.855991494,1.5263157894731862
2024-06-15 15:00:00,66289.9,66332.8,66191.2,66322.1,1018.372,67491499.1582,0.9244350282486112,62391505.930851735,5099993.2273482615,12.233644859817229
2024-06-15 16:00:00,66322.1,66327.1,66210.0,66274.2,724.451,48007857.9418,0.5482493595217242,26320277.36860177,21687580.57319823,1.213610586011087
2024-06-15 17:00:00,66274.2,66274.2,66135.4,66188.4,925.9,61289043.5954,0.3818443804034502,23402876.87720556,37886166.71819444,0.6177156177155968
2024-06-15 18:00:00,66188.4,66446.1,66179.9,66284.6,1944.924,128980732.0357,0.3933132982720025,50729837.1304985,78250894.9052015,0.6482972136223631
2024-06-15 19:00:00,66284.6,66326.9,66144.5,66153.4,747.867,49531088.0075,0.048793859649092455,2416812.9565048013,47114275.0509952,0.051296829971148004
2024-06-15 20:00:00,66153.4,66280.0,66092.2,66213.8,886.084,58655725.0981,0.6474973375932052,37979425.83561869,20676299.262481306,1.8368580060424644
2024-06-15 21:00:00,66213.8,66213.8,66107.6,66114.0,506.244,33482411.8438,0.060263653483939306,2017772.4651613086,31464639.378638692,0.06412825651296586
2024-06-15 22:00:00,66114.0,66169.6,66040.7,66118.4,901.129,59569768.8869,0.602792862684188,35908231.51676992,23661537.370130077,1.517578124999598
2024-06-15 23:00:00,66118.4,66132.9,65808.1,66014.0,2554.704,168552035.989,0.6339285714285763,106849951.38588475,61702084.60311525,1.731707317073207
2024-06-16 00:00:00,66014.0,66128.6,66005.7,66095.1,561.672,37116765.8059,0.7274206672091325,26999502.54717289,10117263.258727109,2.668656716418171
2024-06-16 01:00:00,66095.1,66178.7,66011.6,66178.6,686.659,45378325.6299,0.9994015559545705,45351169.241135225,27156.388764775646,1670.0000001458181
2024-06-16 02:00:00,66178.6,66250.0,66165.0,66184.0,803.926,53229488.167,0.2235294117647059,11898356.178505884,41331131.98849412,0.2878787878787879
2024-06-16 03:00:00,66184.0,66228.7,66135.6,66136.2,585.572,38753391.9958,0.006444683136319282,249753.3318705029,38503638.6639295,0.0064864864863920955
2024-06-16 04:00:00,66136.2,66188.2,66075.8,66148.4,586.065,38750429.749,0.6459074733095643,25029192.168836363,13721237.580163633,1.8241206030147228
2024-06-16 05:00:00,66148.4,66149.7,66085.5,66111.0,345.574,22848104.7915,0.397196261682261,9075181.809708355,13772922.981791642,0.6589147286822202
2024-06-16 06:00:00,66111.0,66138.0,66049.0,66105.6,457.838,30257777.5707,0.6359550561798407,19242586.634851642,11015190.935848357,1.7469135802474072
2024-06-16 07:00:00,66105.6,66171.9,66007.5,66126.9,655.173,43298626.4476,0.726277372262764,31446812.638949946,11851813.808650056,2.6533333333332036
2024-06-16 08:00:00,66126.9,66227.4,66126.9,66227.4,445.914,29512715.8607,1.0,29512715.8607,0.0,
2024-06-16 09:00:00,66227.4,66320.0,66145.2,66270.9,822.682,54496666.6525,0.7191075514873856,39188964.52070353,15307702.131796468,2.5600814663947493
2024-06-16 10:00:00,66270.9,66316.8,66220.4,66232.0,574.108,38041120.5274,0.12033195020751836,4577562.221141301,33463558.306258697,0.13679245283025263
2024-06-16 11:00:00,66232.0,66305.6,66205.3,66232.6,494.124,32737273.7184,0.272183449651068,8910544.092845358,23826729.625554644,0.3739726027397659
2024-06-16 12:00:00,66232.6,66391.5,66156.1,66370.0,1323.972,87778953.1292,0.908666100254883,79761759.02436632,8017194.104833674,9.948837209302054
2024-06-16 13:00:00,66370.0,66745.7,66326.1,66670.0,3587.326,238749170.8992,0.8195900857959993,195676453.46099904,43072717.43820096,4.542932628797984
2024-06-16 14:00:00,66670.0,66692.7,66400.0,66450.2,1863.38,123984586.7109,0.17150666211136859,21264182.620044004,102720404.09085599,0.2070103092783385
2024-06-16 15:00:00,66450.2,66615.0,66438.7,66556.2,1224.598,81458004.7436,0.6664775950084972,54289935.095705286,27168069.64789471,1.9982993197277925
2024-06-16 16:00:00,66556.2,66734.5,66524.6,66725.5,1796.773,119714439.9603,0.9571224392567877,114581376.7890626,5133063.171237399,22.322222222221573
2024-06-16 17:00:00,66725.5,66780.2,66476.6,66491.2,2609.453,173852096.2674,0.04808959156782506,8360476.30270947,165491619.9646905,0.050519031141838304
2024-06-16 18:00:00,66491.2,66685.5,66478.1,66670.2,1105.666,73630551.9043,0.9262295081967052,68198789.87857178,5431762.025728232,12.555555555552605
2024-06-16 19:00:00,66670.2,66716.9,66530.0,66562.7,846.374,56367730.3768,0.17495987158907494,9862090.868492527,46505639.50830747,0.21206225680932364
2024-06-16 20:00:00,66562.7,66637.2,66501.2,66552.2,956.749,63667942.4768,0.375,23875478.4288,39792464.048,0.6000000000000001
2024-06-16 21:00:00,66552.2,66630.9,66536.8,66563.0,310.441,20670463.9387,0.2784272051009513,5755219.502592243,14915244.436107758,0.38586156111928327
2024-06-16 22:00:00,66563.0,66610.0,66473.2,66522.0,609.611,40565103.5644,0.3567251461988441,14470592.499581844,26094511.06481816,0.5545454545454876
2024-06-16 23:00:00,66522.0,66571.0,66421.1,66479.0,852.612,56696041.5766,0.38625750500331174,21899271.562941544,34796770.01365846,0.6293478260868932
2024-06-17 00:00:00,66479.0,66506.1,66431.4,66485.9,669.622,44509438.8307,0.7295850066933267,32473419.227212477,12036019.603487525,2.698019801978643
2024-06-17 01:00:00,66485.9,66949.6,66485.9,66719.5,5094.002,340012773.1096,0.5037739918050462,171289591.97412667,168723181.13547334,1.0152107779226416
2024-06-17 02:00:00,66719.5,66799.2,66579.5,66638.2,1277.408,85164872.3724,0.26718252162038175,22754565.353935815,62410307.01846418,0.36459627329190747
2024-06-17 03:00:00,66638.2,66887.4,66504.2,66552.4,2531.544,168732121.269,0.12578288100208104,21223612.330807336,147508508.93819267,0.14388059701491668
2024-06-17 04:00:00,66552.4,66581.1,66252.5,66443.9,3301.229,219142360.3816,0.5824710894704528,127644089.40059714,91498270.98100285,1.395043731778265
2024-06-17 05:00:00,66443.9,66443.9,66164.8,66306.9,2081.452,137987532.7106,0.5091365102113784,70254490.85695331,67733041.85364668,1.0372262773721992
2024-06-17 06:00:00,66306.9,66400.0,66110.0,66188.9,1744.805,115624644.5246,0.2720689655172213,31457877.42410437,84166767.10049564,0.3737565135006727
2024-06-17 07:00:00,66188.9,66432.8,66140.2,66432.7,1699.366,112672508.8875,0.9996582365003219,112634001.5365451,38507.35095490063,2924.9999998301823
2024-06-17 08:00:00,66432.7,66535.0,66274.0,66332.4,2169.767,144109738.3514,0.22375478927200834,32245244.136861764,111864494.21453823,0.28825271470874875
2024-06-17 09:00:00,66332.4,66372.8,66053.5,66099.9,2849.724,188614251.8276,0.14531788286875588,27409023.754461203,161205228.0731388,0.170025650421373
2024-06-17 10:00:00,66099.9,66334.7,65904.3,66134.0,3611.767,238798134.9179,0.5336895910780673,127444078.9745392,111354055.94336079,1.1444942700548102
2024-06-17 11:00:00,66134.0,66281.9,65955.2,66165.2,2625.731,173630383.1323,0.6427915518824667,111608143.42755838,62022239.704741605,1.7994858611825644
2024-06-17 12:00:00,66165.2,66214.0,65625.0,65689.5,4418.826,291061559.8087,0.10950764006791172,31873464.529136084,259188095.27956396,0.12297426120114395
2024-06-17 13:00:00,65689.5,65915.0,65526.8,65855.1,6044.65,397120059.2689,0.8456980937661138,335843677.1199949,61276382.14890513,5.480801335559848
2024-06-17 14:00:00,65855.1,66015.0,65750.9,65778.6,2385.203,157114454.625,0.10488451344191985,16478873.128035719,140635581.49696428,0.11717428087991677
2024-06-17 15:00:00,65778.6,65793.2,65431.0,65593.3,3274.591,214858894.1128,0.4480949751518614,96277190.81863154,118581703.29416844,0.8119059529765266
2024-06-17 16:00:00,65593.3,65766.6,65148.5,65171.3,6962.76,455493202.2923,0.036887235075234906,16801884.828127597,438691317.46417236,0.03830001679825769
2024-06-17 17:00:00,65171.3,65746.0,65058.0,65443.3,7171.404,469302485.8195,0.560029069767446,262823034.57304463,206479451.2464554,1.2728774364057036
2024-06-17 18:00:00,65443.3,65706.6,65230.2,65324.9,5004.591,327510754.1364,0.19878253568430443,65103418.17111238,262407335.9652876,0.24810060256746994
2024-06-17 19:00:00,65324.9,66034.3,65084.3,65860.0,8295.14,544490465.2107,0.8165263157894707,444590793.54098785,99899671.66971219,4.450372920252349
2024-06-17 20:00:00,65860.0,66579.6,65860.0,66579.2,8594.915,569641560.0569,0.999444135630894,569324916.6105024,316643.4463976094,1797.9999999608413
2024-06-17 21:00:00,66579.2,67289.9,66521.0,67070.4,12726.515,851789425.8681,0.7145272467160858,608626753.247409,243162672.62069103,2.5029612756263977
2024-06-17 22:00:00,67070.4,67087.1,66536.1,66656.0,5013.146,334696878.8611,0.21760435571686784,72831498.68501623,261865380.17608377,0.2781257248897995
2024-06-17 23:00:00,66656.0,66740.7,66105.2,66350.0,7405.198,491506162.6489,0.3852084972462674,189332350.30126223,302173812.3476377,0.6265676990018039
2024-06-18 00:00:00,66350.0,66713.4,66266.1,66539.8,2693.257,179159626.632,0.611893583724579,109626625.99861202,69533000.63338798,1.5766129032258691
2024-06-18 01:00:00,66539.8,66684.5,66456.8,66631.6,1786.994,118971563.6122,0.7676767676767903,91331705.39926735,27639858.21293267,3.3043478260873753
2024-06-18 02:00:00,66631.6,66692.3,66342.5,66454.8,2184.085,145193254.4291,0.32104059462550594,46612928.73753064,98580325.69156937,0.47284210526317016
2024-06-18 03:00:00,66454.8,66552.8,65410.1,65707.3,8881.39,585122772.665,0.26008576179224924,152182102.07056957,432940670.5944304,0.35150798344175554
2024-06-18 04:00:00,65707.3,65918.3,64511.0,65102.0,19438.25,1264804778.0105,0.419953101684075,531158689.5503474,733646088.4601526,0.7239985299522207
2024-06-18 05:00:00,65102.0,65615.7,64500.0,65438.2,11351.793,738329259.4224,0.8409070538675267,620866282.3250833,117462977.09731676,5.2856338028168866
2024-06-18 06:00:00,65438.2,65550.7,65234.5,65474.2,3117.828,203929303.2481,0.75806451612903,154591568.59130117,49337734.65679885,3.133333333333295
2024-06-18 07:00:00,65474.2,65733.6,65306.7,65546.9,2598.056,170389204.9509,0.5626610447411389,95871368.07028542,74517836.88061456,1.286555972147735
2024-06-18 08:00:00,65546.9,65828.0,65532.0,65575.4,2589.029,170051514.7954,0.14662162162160194,24933228.85851138,145118285.9368886,0.17181314330955333
2024-06-18 09:00:00,65575.4,65700.3,65370.0,65482.4,3334.98,218533395.9292,0.3402966999697259,74366193.46788429,144167202.4613157,0.5158329508949092
2024-06-18 10:00:00,65482.4,65780.0,65463.4,65641.3,2211.446,145108263.4911,0.5619077700568612,81537460.75510745,63570802.73599256,1.2826243691420702
2024-06-18 11:00:00,65641.3,65720.9,65565.0,65705.6,1190.654,78170658.5153,0.9018601667736438,70499003.12541401,7671655.389885985,9.189542483667498
2024-06-18 12:00:00,65705.6,65706.4,65422.0,65442.6,2263.076,148361008.7564,0.0724331926863536,10746261.534394115,137614747.22200587,0.07808946171341503
2024-06-18 13:00:00,65442.6,65585.4,65322.3,65405.0,2506.487,163971908.1394,0.3143291524135303,51541150.90508686,112430757.23431315,0.4584257206208412
2024-06-18 14:00:00,65405.0,65462.2,65080.0,65339.6,4779.194,311904090.2752,0.6792255363683949,211853223.012669,100050867.26253103,2.1174551386623297
2024-06-18 15:00:00,65339.6,65404.0,64968.9,65208.8,6092.804,396914951.0531,0.5513675017237468,218846004.958951,178068946.094149,1.22899590163937
2024-06-18 16:00:00,65208.8,65239.1,64612.0,64814.8,10941.57,709713074.9207,0.3233933981821135,229516523.03288206,480196551.88781786,0.47796370492577184
2024-06-18 17:00:00,64814.8,65384.3,64200.0,64602.6,17160.007,1112664904.2649,0.3399476483998966,378247817.66194886,734417086.602951,0.5150313419470338
2024-06-18 18:00:00,64602.6,64909.0,64229.2,64660.2,9981.432,644458676.0879,0.634010002942039,408593247.1225121,235865428.96538797,1.7323151125401723
2024-06-18 19:00:00,64660.2,64829.0,64295.9,64670.8,4791.908,309140123.1977,0.7032451697617754,217401298.4183427,91738824.7793573,2.3697850821745154
2024-06-18 20:00:00,64670.8,64878.0,64378.5,64581.1,5145.849,332806425.3574,0.4056056056056027,134988151.70652404,197818273.65087593,0.6823846412933567
2024-06-18 21:00:00,64581.1,64849.0,64276.8,64655.1,3789.097,244748874.6016,0.6611324711639245,161811428.27994528,82937446.32165472,1.9510056730272969
2024-06-18 22:00:00,64655.1,64716.4,64026.6,64398.8,8528.675,548334391.2656,0.539576688895336,295868455.2465321,252465936.01906785,1.1719143576826387
2024-06-18 23:00:00,64398.8,65044.3,64166.6,64915.8,7771.231,502227224.2355,0.8535946223083065,428698457.7842508,73528766.45124921,5.830350194552563
2024-06-19 00:00:00,64915.8,65307.5,64771.6,65195.8,4851.55,315657143.5648,0.7915655905952663,249863333.2714857,65793810.29331432,3.7976723366160736
2024-06-19 01:00:00,65195.8,65284.2,65023.4,65260.9,2354.241,153420056.9776,0.9106595092024692,139713433.7890361,13706623.188563926,10.193133047212205
2024-06-19 02:00:00,65260.9,65260.9,65041.6,65146.5,1681.843,109544496.3188,0.47834017327861406,52399533.350853294,57144962.9679467,0.9169580419580432
2024-06-19 03:00:00,65146.5,65203.7,64847.7,65117.7,3449.262,224187672.2317,0.7584269662921348,170029976.1307837,54157696.1009163,3.1395348837209296
2024-06-19 04:00:00,65117.7,65499.8,64780.0,65006.9,6595.516,429914200.4964,0.31522645179216524,135520327.9975457,294393872.4988543,0.4603367823087864
2024-06-19 05:00:00,65006.9,65462.2,64982.0,65307.9,4939.406,322376010.4299,0.6786755518534016,218788716.7828103,103587293.64708968,2.1121192482178266
2024-06-19 06:00:00,65307.9,65587.0,65247.5,65380.9,4140.07,270824558.9009,0.3929307805596508,106415305.32365376,164409253.57724625,0.647258612324126
2024-06-19 07:00:00,65380.9,65700.0,65325.0,65418.4,3335.294,218572613.9377,0.24906666666667054,54439152.378084,164133461.559616,0.3316761363636433
2024-06-19 08:00:00,65418.4,65550.1,65310.0,65387.1,2040.588,133528447.3952,0.32111620158266,42878147.830776654,90650299.56442334,0.47300613496929506
2024-06-19 09:00:00,65387.1,65586.4,65366.6,65582.1,1306.791,85585258.5288,0.9804367606915904,83910933.63492897,1674324.8938710217,50.11627906990487
2024-06-19 10:00:00,65582.1,65642.1,65136.0,65289.4,4018.03,262511519.5895,0.30310215372455973,79567806.9650844,182943712.6244156,0.4349305358661739
2024-06-19 11:00:00,65289.4,65325.3,65072.0,65153.2,2740.714,178596768.7033,0.32056849585470254,57252497.507727094,121344271.1955729,0.4718187100522623
2024-06-19 12:00:00,65153.2,65272.3,65022.9,65261.7,1844.078,120130786.4973,0.9574979951884292,115024987.23157397,5105799.2657260345,22.528301886779648
2024-06-19 13:00:00,65261.7,65489.9,65094.4,65489.8,2870.216,187348208.7532,0.9997471554993715,187300838.78891414,47369.96428583885,3954.000000057153
2024-06-19 14:00:00,65489.8,65512.6,64953.5,65179.2,5032.962,328351274.6759,0.4036844929350701,132550317.8221246,195800956.8537754,0.6769646070785725
2024-06-19 15:00:00,65179.2,65280.1,65011.2,65156.2,2180.903,142033508.9372,0.5392339159538833,76589285.22087723,65444223.71632277,1.1702986279257326
2024-06-19 16:00:00,65156.2,65211.9,65021.9,65054.8,1287.172,83806162.6322,0.17315789473684975,14511698.6873658,69294463.9448342,0.20942075111395136
2024-06-19 17:00:00,65054.8,65116.6,64788.5,64911.2,3952.045,256585387.4951,0.3739713501981031,95955583.80264603,160629803.69245395,0.5973709834469144
2024-06-19 18:00:00,64911.2,65082.2,64710.0,64900.9,2875.249,186543533.4047,0.5128962923159671,95677486.6387904,90866046.76590961,1.0529509100938008
2024-06-19 19:00:00,64900.9,65069.2,64782.8,64900.1,1761.854,114420374.8759,0.40956703910613834,46862814.151336744,67557560.72456326,0.6936723832051842
2024-06-19 20:00:00,64900.1,65246.5,64868.6,65057.6,2718.416,176955724.4577,0.5001323101349544,88501275.26463395,88454449.19306606,1.0005293806246613
2024-06-19 21:00:00,65057.6,65138.5,64930.3,64945.7,1310.366,85231987.7275,0.07396733909699517,6304383.338150924,78927604.38934909,0.07987551867216777
2024-06-19 22:00:00,64945.7,64969.8,64752.0,64848.0,2198.753,142586215.1862,0.4407713498622531,62847918.53937106,79738296.64682893,0.788177339901459
2024-06-19 23:00:00,64848.0,64918.8,64650.0,64855.4,2158.969,139836825.5019,0.7641369047619019,106854479.01075204,32982346.491147943,3.239747634069349
2024-06-20 00:00:00,64855.4,65089.5,64816.6,64981.4,1609.363,104564032.0946,0.603884206669117,63144567.56757162,41419464.52702839,1.5245143385754407
2024-06-20 01:00:00,64981.4,65032.3,64799.9,64804.5,1384.075,89835196.8228,0.01979345955248931,1778149.334702008,88057047.48809798,0.020193151887614075
2024-06-20 02:00:00,64804.5,64969.3,64770.0,64940.2,1004.192,65133238.8218,0.8539889613647497,55623066.971751176,9510171.850048827,5.848797250857838
2024-06-20 03:00:00,64940.2,65075.5,64811.1,65072.4,1850.331,120134261.2438,0.988275340393349,118725727.92361996,1408533.3201800445,84.29032258068553
2024-06-20 04:00:00,65072.4,65397.9,65012.0,65151.1,3977.992,259296236.9841,0.36045607670380414,93464904.28734852,165831332.6967515,0.5636142625607653
2024-06-20 05:00:00,65151.1,65215.2,64938.7,65181.5,1560.635,101562994.4588,0.8781193490054355,89184430.57720411,12378563.881595887,7.204747774481424
2024-06-20 06:00:00,65181.5,65220.0,65069.1,65170.1,792.119,51606526.0064,0.6693174287607623,34541147.293879054,17065378.712520942,2.0240480961923257
2024-06-20 07:00:00,65170.1,65327.7,65070.0,65278.2,1402.593,91450870.3425,0.807916181606517,73884637.97170527,17566232.37079473,4.2060606060605465
2024-06-20 08:00:00,65278.2,65594.0,65228.1,65495.4,3061.485,200274206.6937,0.7305274665209124,146305808.8254342,53968397.868265785,2.710953346856053
2024-06-20 09:00:00,65495.4,65620.0,65356.3,65442.2,3204.149,209915895.311,0.3257489571482561,68379883.98640074,141536011.32459924,0.4831271091113204
2024-06-20 10:00:00,65442.2,65978.0,65442.1,65843.1,5764.923,379358558.7417,0.7482739317036876,283864120.2750962,95494438.4666038,2.9725722757600046
2024-06-20 11:00:00,65843.1,65913.1,65569.9,65666.2,2433.915,159985029.1055,0.2805944055944046,44890904.14586129,115094124.95963873,0.39003645200485826
2024-06-20 12:00:00,65666.2,65727.3,65550.8,65695.7,1413.743,92814416.5628,0.8209631728044996,76197217.90339479,16617198.659405215,4.585443037973655
