datetime,open,high,low,close,volume,turnover
2024-06-13 04:00:00,,,,,,
2024-06-13 05:00:00,,,,,,
2024-06-13 06:00:00,,,,,,
2024-06-13 07:00:00,,,,,,
2024-06-13 08:00:00,,,,,,
2024-06-13 09:00:00,,,,,,
2024-06-13 10:00:00,,,,,,
2024-06-13 11:00:00,,,,,,
2024-06-13 12:00:00,,,,,,
2024-06-13 13:00:00,,,,,,
2024-06-13 14:00:00,,,,,,
2024-06-13 15:00:00,,,,,,
2024-06-13 16:00:00,,,,,,
2024-06-13 17:00:00,,,,,,
2024-06-13 18:00:00,,,,,,
2024-06-13 19:00:00,,,,,,
2024-06-13 20:00:00,,,,,,
2024-06-13 21:00:00,,,,,,
2024-06-13 22:00:00,,,,,,
2024-06-13 23:00:00,,,,,,
2024-06-14 00:00:00,,,,,,
2024-06-14 01:00:00,,,,,,
2024-06-14 02:00:00,,,,,,
2024-06-14 03:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 04:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 05:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 06:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 07:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 08:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 09:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 10:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 11:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 12:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 13:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 14:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 15:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 16:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 17:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 18:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 19:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 20:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 21:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 22:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-14 23:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-15 00:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-15 01:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-15 02:00:00,68240.9,68500.0,66225.9,66742.5,106150.805,7148742549.7108
2024-06-15 03:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 04:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 05:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 06:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 07:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 08:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 09:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 10:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 11:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 12:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 13:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 14:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
2024-06-15 15:00:00,66742.5,67341.0,65030.0,66021.2,101695.278,6733469635.5164
