datetime,open,high,low,close,volume,turnover
2026-02-20 03:00:00,66982.1,68000.0,66923.1,67762.3,12510.83,843119043.0432
2026-02-20 09:00:00,67762.3,68299.9,67255.0,67299.9,15041.202,1020633838.8415
2026-02-20 15:00:00,67299.9,68079.9,66427.5,67588.6,51564.57,3465863425.7169
2026-02-20 21:00:00,67588.6,68211.0,67431.5,67989.2,13379.262,906894539.9727
2026-02-21 03:00:00,67989.2,68075.7,67511.0,67831.3,4896.46,331990612.232
2026-02-21 09:00:00,67831.3,68293.1,67715.7,68070.0,5918.87,402858653.5016
2026-02-21 15:00:00,68070.0,68687.1,67867.5,68413.4,12352.905,843932590.0967
2026-02-21 21:00:00,68413.4,68646.7,67846.5,67934.5,9136.917,624015488.5788
2026-02-22 03:00:00,67934.5,68186.4,67751.5,67942.2,6335.664,430427933.0821
2026-02-22 09:00:00,67942.2,68224.4,67865.6,68184.9,4592.977,312546064.347
2026-02-22 15:00:00,68184.9,68200.0,67143.5,67350.1,15433.785,1043081520.43
2026-02-22 21:00:00,67350.1,67722.0,67272.4,67610.5,4861.924,328099977.6535
2026-02-23 03:00:00,67610.5,67652.2,64220.0,65032.9,40395.114,2639068990.5846
2026-02-23 09:00:00,65032.9,66574.8,64991.9,66166.4,19249.607,1269114436.5751
2026-02-23 15:00:00,66166.4,66497.9,64111.0,64767.4,35679.496,2335055359.2346
2026-02-23 21:00:00,64767.4,65158.7,63833.0,64615.3,24410.535,1574193594.6727
2026-02-24 03:00:00,64615.3,64979.7,62649.2,63065.6,39959.296,2547245317.2149
2026-02-24 09:00:00,63065.6,63401.6,62836.4,63191.1,14148.931,893674356.9157
2026-02-24 15:00:00,63191.1,64500.0,62422.3,64187.9,37613.063,2388683455.4758
2026-02-24 21:00:00,64187.9,64710.8,63795.8,64032.5,15475.929,993881947.748
2026-02-25 03:00:00,64032.5,66298.1,63869.5,64860.9,36083.586,2362337143.0832
2026-02-25 09:00:00,64860.9,65668.6,64750.1,65399.8,13209.405,861764532.8363
2026-02-25 15:00:00,65399.8,68878.0,65280.3,68628.1,54519.386,3664750448.775
2026-02-25 21:00:00,68628.1,69989.8,67563.6,67958.3,44746.831,3083000768.8401
2026-02-26 03:00:00,67958.3,68841.7,67688.0,68417.1,19252.586,1314341834.4367
2026-02-26 09:00:00,68417.1,68710.0,67751.5,68016.2,13616.292,928388361.1155
2026-02-26 15:00:00,68016.2,68270.4,66451.1,66796.0,38478.799,2589238872.9612
2026-02-26 21:00:00,66796.0,67888.0,66540.1,67447.5,18944.697,1276705994.2787
2026-02-27 03:00:00,67447.5,68185.6,66850.0,67691.3,13950.742,941178966.8553
2026-02-27 09:00:00,67691.3,68126.9,65920.0,66082.6,23473.716,1572698041.0462
2026-02-27 15:00:00,66082.6,66309.0,65079.0,65670.4,31117.617,2047910490.6942
2026-02-27 21:00:00,65670.4,65926.8,64888.0,65833.4,14453.972,946159004.266
2026-02-28 03:00:00,65833.4,65993.4,65436.1,65551.9,7117.84,468039427.4734
2026-02-28 09:00:00,65551.9,65562.3,62972.3,63814.2,48209.41,3082369062.625
2026-02-28 15:00:00,63814.2,65536.4,63796.0,65402.5,31027.775,2007942992.3688
2026-02-28 21:00:00,65402.5,67739.5,65147.0,66939.6,33269.728,2212195647.5727
2026-03-01 03:00:00,66939.6,68183.2,65973.2,67264.6,24560.261,1652363660.1073
2026-03-01 09:00:00,67264.6,67323.0,66177.6,66443.5,14326.3,955857570.3781
2026-03-01 15:00:00,66443.5,67336.7,65680.0,65954.2,25775.602,1715558514.5542
2026-03-01 21:00:00,65954.2,66634.9,65001.0,65746.9,25566.778,1680950372.8504
2026-03-02 03:00:00,65746.9,67078.9,65719.3,66700.6,17466.82,1161760728.3759
2026-03-02 09:00:00,66700.6,66712.7,65510.0,66333.0,18167.623,1201078775.6527
2026-03-02 15:00:00,66333.0,70066.0,65238.5,69168.4,61913.786,4213475667.4915
2026-03-02 21:00:00,69168.4,69500.0,68526.5,68799.9,19024.171,1313110451.8921
2026-03-03 03:00:00,68799.9,69222.0,67814.3,67911.4,14090.702,964757209.2832
2026-03-03 09:00:00,67911.4,68281.0,66304.0,66999.3,27920.201,1876641648.9032
2026-03-03 15:00:00,66999.3,68967.8,66054.3,68280.4,50007.205,3375854888.5927
2026-03-03 21:00:00,68280.4,68892.3,67780.0,68299.5,20621.293,1410038820.2279
2026-03-04 03:00:00,68299.5,68880.0,67348.4,68169.5,19611.896,1333844201.1229
2026-03-04 09:00:00,68169.5,71872.3,67985.2,71080.1,46185.129,3254354766.7311
2026-03-04 15:00:00,71080.1,73715.5,70546.7,73177.5,53297.759,3851995439.167
2026-03-04 21:00:00,73177.5,74021.8,72280.0,72640.4,24461.478,1791195467.5512
2026-03-05 03:00:00,72640.4,73250.0,72204.7,72368.8,17105.059,1242360334.021
2026-03-05 09:00:00,72368.8,73537.9,71709.1,72878.8,25668.002,1862845241.0876
2026-03-05 15:00:00,72878.8,73035.0,70610.0,70667.1,44654.665,3203125195.1956
2026-03-05 21:00:00,70667.1,71536.6,70623.0,70847.6,16580.036,1178499256.0554
2026-03-06 03:00:00,70847.6,71384.5,70100.1,70400.4,17285.919,1222278930.1286
2026-03-06 09:00:00,70400.4,71158.2,70150.1,70183.7,14501.598,1024407783.3051
2026-03-06 15:00:00,70183.7,70299.0,67720.0,67926.6,51244.957,3534321611.7102
2026-03-06 21:00:00,67926.6,68449.3,67729.1,68075.5,14709.12,1001831488.6103
2026-03-07 03:00:00,68075.5,68536.8,67760.5,67983.3,7882.588,537092123.7608
2026-03-07 09:00:00,67983.3,68212.7,67400.7,67972.3,11412.086,774034718.0604
2026-03-07 15:00:00,67972.3,68071.4,67565.2,67751.7,7751.661,526021129.5536
2026-03-07 21:00:00,67751.7,67751.9,66885.4,67227.1,12316.869,828737836.3823
2026-03-08 03:00:00,67227.1,67449.4,66480.0,67111.7,11449.436,766857523.9948
2026-03-08 09:00:00,67111.7,68167.7,67002.9,67479.2,14934.943,1009245645.0518
2026-03-08 15:00:00,67479.2,67629.4,66736.8,67015.5,15635.63,1049161176.8174
2026-03-08 21:00:00,67015.5,67487.7,65580.0,65943.8,25690.723,1705245153.0471
2026-03-09 03:00:00,65943.8,68038.7,65782.7,67877.8,25668.172,1719016041.4444
2026-03-09 09:00:00,67877.8,68431.5,66830.7,67724.0,22091.511,1494190539.2503
2026-03-09 15:00:00,67724.0,69444.4,67713.9,68559.2,34157.425,2348607958.937
2026-03-09 21:00:00,68559.2,69500.0,68200.0,68390.7,18181.159,1251442742.0156
2026-03-10 03:00:00,68390.7,70600.0,68355.0,69942.1,25230.644,1758912950.8635
2026-03-10 09:00:00,69942.1,71300.0,69718.2,70560.3,26144.475,1846738261.0843
2026-03-10 15:00:00,70560.3,71762.8,69227.3,70833.5,49097.644,3464480325.647
2026-03-10 21:00:00,70833.5,70884.0,69405.1,69907.5,23204.073,1624097768.2081
2026-03-11 03:00:00,69907.5,70239.0,69318.6,69464.3,13783.014,962095515.6884
2026-03-11 09:00:00,69464.3,69995.5,69121.4,69136.1,13078.197,909764777.8144
2026-03-11 15:00:00,69136.1,71300.0,68921.8,70746.4,54326.874,3818396182.7993
2026-03-11 21:00:00,70746.4,70900.0,70080.0,70150.8,12372.988,872512628.8312
2026-03-12 03:00:00,70150.8,70319.1,69150.0,69433.4,13723.592,955079067.7739
2026-03-12 09:00:00,69433.4,70772.4,69319.0,70389.3,19015.252,1331111757.0241
2026-03-12 15:00:00,70389.3,70638.9,69300.0,70167.5,35026.592,2454053342.3584
2026-03-12 21:00:00,70167.5,70737.8,69728.8,70482.0,15853.667,1113874616.0778
2026-03-13 03:00:00,70482.0,71996.9,70345.6,71517.2,24224.236,1728914959.2954
2026-03-13 09:00:00,71517.2,72551.8,71145.0,72194.4,22177.927,1595584593.0033
2026-03-13 15:00:00,72194.4,73869.8,70862.0,70987.4,59847.91,4334928289.884
2026-03-13 21:00:00,70987.4,71468.0,70517.2,70884.0,19189.606,1362440729.7811
2026-03-14 03:00:00,70884.0,71263.8,70421.2,70980.8,9536.725,675825490.0019
2026-03-14 09:00:00,70980.8,70980.8,70262.0,70699.4,9534.704,672826334.9167
2026-03-14 15:00:00,70699.4,70900.0,70444.3,70580.0,7341.813,518769304.4862
2026-03-14 21:00:00,70580.0,71226.9,70499.9,71178.0,5063.677,358727859.68
2026-03-15 03:00:00,71178.0,71820.0,70811.9,71452.6,11020.092,786409148.5515
2026-03-15 09:00:00,71452.6,71912.3,71360.1,71806.1,7742.256,554757943.2358
2026-03-15 15:00:00,71806.1,71963.6,71230.6,71782.1,11257.455,804821370.7845
2026-03-15 21:00:00,71782.1,73217.2,71266.3,72777.5,24826.112,1793426382.7741
2026-03-16 03:00:00,72777.5,74488.2,72226.3,74165.8,29714.549,2183309349.9025
2026-03-16 09:00:00,74165.8,74165.9,72805.6,73515.0,17791.606,1306555724.2602
2026-03-16 15:00:00,73515.0,74499.8,72945.1,73907.3,31598.925,2329174587.6499
2026-03-16 21:00:00,73907.3,74900.0,73725.1,74854.7,24069.662,1790130346.4091
2026-03-17 03:00:00,74854.7,76053.9,73742.8,74004.2,33546.66,2513428815.8347
2026-03-17 09:00:00,74004.2,74436.6,73493.0,73996.1,16600.042,1228327978.0854
2026-03-17 15:00:00,73996.1,74876.6,73323.9,74489.4,27178.139,2011415041.3056
2026-03-17 21:00:00,74489.4,74780.9,73820.7,73861.6,13484.86,1003251004.5151
2026-03-18 03:00:00,73861.6,74640.2,73463.5,73917.6,11127.43,824686606.4651
2026-03-18 09:00:00,73917.6,74249.9,72720.0,72902.3,18066.342,1328671785.0434
2026-03-18 15:00:00,72902.3,72938.1,70807.9,71557.7,48013.169,3446594144.6716
2026-03-18 21:00:00,71557.7,71967.6,70452.0,71213.7,22055.683,1569923044.3048
2026-03-19 03:00:00,71213.7,71588.2,70608.4,70796.0,11721.454,832503084.5828
2026-03-19 09:00:00,70796.0,70944.8,69432.9,69921.2,22879.965,1604731574.277
2026-03-19 15:00:00,69921.2,70136.0,68750.0,69822.2,40611.692,2819150716.978
2026-03-19 21:00:00,69822.2,70707.2,69541.7,69881.8,19937.449,1398892831.9902
2026-03-20 03:00:00,69881.8,70933.0,69800.0,70571.0,11958.21,842996607.489
2026-03-20 09:00:00,70571.0,71343.9,70164.1,70443.9,22293.54,1576235434.2885
2026-03-20 15:00:00,70443.9,70648.0,69338.0,69974.7,33084.292,2313008892.4381
2026-03-20 21:00:00,69974.7,70892.8,69474.8,70476.1,16675.028,1170642292.1422
2026-03-21 03:00:00,70476.1,70812.9,70408.2,70671.6,5913.925,417730432.4999
2026-03-21 09:00:00,70671.6,70850.0,70452.5,70610.3,5290.131,373695643.103
2026-03-21 15:00:00,70610.3,71068.0,70154.8,70271.8,11291.748,796942455.0233
2026-03-21 21:00:00,70271.8,70496.0,68500.0,68870.5,12819.721,891733633.5456
2026-03-22 03:00:00,68870.5,69557.3,68166.8,69112.1,17676.518,1218915976.0492
